country,country_code,year,gdp_per_capita_usd,household_consumption_usd,inflation_pct,internet_users_pct,population,urban_population_pct,population_score,gdp_per_capita_usd_score,urban_population_pct_score,internet_users_pct_score,household_consumption_usd_score,inflation_risk_score,macro_potential_score,macro_score_year
United States,USA,2020,63515.94918078332,14206231000000.0,1.233584396306293,90.34470367,331577720.0,79.997451762548,1.0,0.9291719918646753,0.6768778584836924,0.891837972714224,1.0,0.3758088078678474,0.8122827718217399,2024
United States,USA,2021,70205.05091602595,16042964000000.0,4.697858863637421,91.2684021,332099760.0,80.0074765140272,1.0,0.9291719918646753,0.6768778584836924,0.891837972714224,1.0,0.3758088078678474,0.8122827718217399,2024
United States,USA,2022,76657.24888444034,17511745000000.0,8.00279982052121,92.72850037,334017321.0,80.0324978239707,1.0,0.9291719918646753,0.6768778584836924,0.891837972714224,1.0,0.3758088078678474,0.8122827718217399,2024
United States,USA,2023,81032.26211754496,17511745000000.0,4.116338383744878,93.52559662,336806231.0,80.071561119178,1.0,0.9291719918646753,0.6768778584836924,0.891837972714224,1.0,0.3758088078678474,0.8122827718217399,2024
United States,USA,2024,84534.04078415484,17511745000000.0,2.949525204852073,94.69380188,340110988.0,80.1247798047184,1.0,0.9291719918646753,0.6768778584836924,0.891837972714224,1.0,0.3758088078678474,0.8122827718217399,2024
Viet Nam,VNM,2014,2546.3846445990334,133107276297.37091,4.084554466376173,41.0,91679578.0,31.9480269945454,0.28422083017455335,0.00844924687322273,0.0,0.5490347959162207,0.004860669595062907,0.0,0.14109425709317663,2024
Viet Nam,VNM,2015,2577.568853401125,141958257041.7997,0.6312009051757544,45.0,92823254.0,32.3810945365679,0.28422083017455335,0.00844924687322273,0.0,0.5490347959162207,0.004860669595062907,0.0,0.14109425709317663,2024
Viet Nam,VNM,2016,2735.060438041602,151010489245.5055,2.668248169690822,53.0,94000117.0,32.8476189285136,0.28422083017455335,0.00844924687322273,0.0,0.5490347959162207,0.004860669595062907,0.0,0.14109425709317663,2024
Viet Nam,VNM,2017,2956.1099212775316,163179276483.27426,3.520256888116174,58.1400000036297,95176977.0,33.3625963003742,0.28422083017455335,0.00844924687322273,0.0,0.5490347959162207,0.004860669595062907,0.0,0.14109425709317663,2024
Viet Nam,VNM,2018,3222.3100312536644,176999133892.9168,3.539628059426409,69.8479286837965,96237319.0,33.9410227821412,0.28422083017455335,0.00844924687322273,0.0,0.5490347959162207,0.004860669595062907,0.0,0.14109425709317663,2024
Viet Nam,VNM,2019,3440.9002537543365,190013330350.5117,2.795823674522497,68.6615802057338,97173776.0,34.6239134999511,0.28422083017455335,0.00844924687322273,0.0,0.5490347959162207,0.004860669595062907,0.0,0.14109425709317663,2024
Viet Nam,VNM,2020,3534.0395348264683,193990716426.1223,3.220934366525141,70.30000012,98079191.0,35.5706676299742,0.28422083017455335,0.00844924687322273,0.0,0.5490347959162207,0.004860669595062907,0.0,0.14109425709317663,2024
Viet Nam,VNM,2021,3704.193559003796,203463215115.64804,1.834715548104437,74.20999985,98935098.0,36.6540656426603,0.28422083017455335,0.00844924687322273,0.0,0.5490347959162207,0.004860669595062907,0.0,0.14109425709317663,2024
Viet Nam,VNM,2022,4147.69777213621,226068833757.58783,3.156507499631293,78.58999918,99680655.0,37.5478515625,0.28422083017455335,0.00844924687322273,0.0,0.5490347959162207,0.004860669595062907,0.0,0.14109425709317663,2024
Viet Nam,VNM,2023,4323.3503198245135,235637302406.73907,3.252892826676616,78.08,100352192.0,38.1298904418945,0.28422083017455335,0.00844924687322273,0.0,0.5490347959162207,0.004860669595062907,0.0,0.14109425709317663,2024
Viet Nam,VNM,2024,4717.290287324488,256646443225.92526,3.621092738858435,84.15,100987686.0,38.4900703430176,0.28422083017455335,0.00844924687322273,0.0,0.5490347959162207,0.004860669595062907,0.0,0.14109425709317663,2024
